ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME
10361,20,60.5,1210.8,12/17/2004 0:00,Shipped   ,4,12,2004,Planes      ,S700_169,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10375,37,81.9,3029.2,2/3/2005 0:00  ,Shipped   ,1,2,2005,Planes      ,S700_169,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10388,46,100,10066.6,3/3/2005 0:00  ,Shipped   ,1,3,2005,Planes      ,S700_169,FunGiftIdeas.com              ,5085552555      ,1785 First Street                       ,New Bedford   ,MA        ,50553   ,USA          ,Benitez   ,Violeta  
10398,47,87.7,4121.4,3/30/2005 0:00 ,Shipped   ,1,3,2005,Planes      ,S700_169,Reims Collectables            ,26.47.1555      ,59 rue de l'Abbaye                      ,Reims         ,,51100   ,France       ,Henriot   ,Paul     
10401,11,100,1135.3,4/3/2005 0:00  ,On Hold   ,2,4,2005,Planes      ,S700_169,Tekni Collectables Inc.       ,2015559350      ,7476 Moss Rd.                           ,Newark        ,NJ        ,94019   ,USA          ,Brown     ,William  
10416,23,91.3,2100.8,5/10/2005 0:00 ,Shipped   ,2,5,2005,Planes      ,S700_169,L'ordine Souveniers           ,0522-556555     ,Strada Provinciale 124                  ,Reggio Emilia ,,42100   ,Italy        ,Moroni    ,Maurizio 
10105,29,70.2,2034.3,2/11/2003 0:00 ,Shipped   ,1,2,2003,Ships       ,S700_193,Danish Wholesale Imports      ,31 12 3555      ,Vinb‘ltet 34                            ,Kobenhavn     ,,1734    ,Denmark      ,Petersen  ,Jytte    
10117,38,79.7,3027.8,4/16/2003 0:00 ,Shipped   ,2,4,2003,Ships       ,S700_193,"Dragon Souveniers, Ltd.       ",+65 221 7555    ,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye    ",Singapore     ,,079903  ,Singapore    ,Natividad ,Eric     
10128,32,97,3104,6/6/2003 0:00  ,Shipped   ,2,6,2003,Ships       ,S700_193,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10142,43,84,3612.4,8/8/2003 0:00  ,Shipped   ,3,8,2003,Ships       ,S700_193,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10153,31,87.5,2711.9,9/28/2003 0:00 ,Shipped   ,3,9,2003,Ships       ,S700_193,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10166,29,100,3014,10/21/2003 0:00,Shipped   ,4,10,2003,Ships       ,S700_193,FunGiftIdeas.com              ,5085552555      ,1785 First Street                       ,New Bedford   ,MA        ,50553   ,USA          ,Benitez   ,Violeta  
10177,31,88.3,2738.5,11/7/2003 0:00 ,Shipped   ,4,11,2003,Ships       ,S700_193,CAF Imports                   ,+34 913 728 555 ,"Merchants House, 27-30 Merchant's Quay  ",Madrid        ,,28023   ,Spain        ,Fernandez ,Jesus    
10185,30,94.4,2832,11/14/2003 0:00,Shipped   ,4,11,2003,Ships       ,S700_193,Mini Creations Ltd.           ,5085559555      ,4575 Hillside Dr.                       ,New Bedford   ,MA        ,50553   ,USA          ,Tam       ,Wing C   
10196,50,94.4,4720,11/26/2003 0:00,Shipped   ,4,11,2003,Ships       ,S700_193,Super Scale Inc.              ,2035559545      ,567 North Pendale Street                ,New Haven     ,CT        ,97823   ,USA          ,Murphy    ,Leslie   
10208,40,80.5,3222,1/2/2004 0:00  ,Shipped   ,1,1,2004,Ships       ,S700_193,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10221,23,97,2231,2/18/2004 0:00 ,Shipped   ,1,2,2004,Ships       ,S700_193,Petit Auto                    ,(02) 5554 67    ,Rue Joseph-Bens 532                     ,Bruxelles     ,,B-1180  ,Belgium      ,Dewey     ,Catherine
10232,26,88.3,2296.8,3/20/2004 0:00 ,Shipped   ,1,3,2004,Ships       ,S700_193,giftsbymail.co.uk             ,(198) 555-8888  ,Garden House Crowther Way               ,Cowes         ,Isle of Wi,PO31 7PJ,UK           ,Bennett   ,Helen    
10248,40,100,4157.2,5/7/2004 0:00  ,Cancelled ,2,5,2004,Ships       ,S700_193,Land of Toys Inc.             ,2125557818      ,897 Long Airport Avenue                 ,NYC           ,NY        ,10022   ,USA          ,Yu        ,Kwai     
10273,21,100,2146.2,7/21/2004 0:00 ,Shipped   ,3,7,2004,Ships       ,S700_193,Petit Auto                    ,(02) 5554 67    ,Rue Joseph-Bens 532                     ,Bruxelles     ,,B-1180  ,Belgium      ,Dewey     ,Catherine
10282,43,86.6,3724.2,8/20/2004 0:00 ,Shipped   ,3,8,2004,Ships       ,S700_193,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10293,29,71.9,2084.8,9/9/2004 0:00  ,Shipped   ,3,9,2004,Ships       ,S700_193,Amica Models & Co.            ,011-4988555     ,Via Monte Bianco 34                     ,Torino        ,,10100   ,Italy        ,Accorti   ,Paolo    
10306,38,91.8,3488.8,10/14/2004 0:00,Shipped   ,4,10,2004,Ships       ,S700_193,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10314,23,76.2,1753.1,10/22/2004 0:00,Shipped   ,4,10,2004,Ships       ,S700_193,Heintze Collectables          ,86 21 3555      ,Smagsloget 45                           ,?rhus         ,,8200    ,Denmark      ,Ibsen     ,Palle    
10327,20,100,3469.2,11/10/2004 0:00,Resolved  ,4,11,2004,Ships       ,S700_193,Danish Wholesale Imports      ,31 12 3555      ,Vinb‘ltet 34                            ,Kobenhavn     ,,1734    ,Denmark      ,Petersen  ,Jytte    
10337,36,70.3,2530.8,11/21/2004 0:00,Shipped   ,4,11,2004,Ships       ,S700_193,Classic Legends Inc.          ,2125558493      ,5905 Pompton St.                        ,NYC           ,NY        ,10022   ,USA          ,Hernandez ,Maria    
10350,28,100,2924.3,12/2/2004 0:00 ,Shipped   ,4,12,2004,Ships       ,S700_193,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10372,44,100,4496.8,1/26/2005 0:00 ,Shipped   ,1,1,2005,Ships       ,S700_193,"Tokyo Collectables, Ltd       ",+81 3 3584 0555 ,2-2-8 Roppongi                          ,Minato-ku     ,Tokyo     ,106-0032,Japan        ,Shimamura ,Akiko    
10384,49,100,6397.4,2/23/2005 0:00 ,Shipped   ,1,2,2005,Ships       ,S700_193,Corporate Gift Ideas Co.      ,6505551386      ,7734 Strong St.                         ,San Francisco ,CA        ,,USA          ,Brown     ,Julie    
10397,32,80.5,2577.6,3/28/2005 0:00 ,Shipped   ,1,3,2005,Ships       ,S700_193,Alpha Cognac                  ,61.77.6555      ,1 rue Alsace-Lorraine                   ,Toulouse      ,,31000   ,France       ,Roulet    ,Annette  
10414,34,100,3533.6,5/6/2005 0:00  ,On Hold   ,2,5,2005,Ships       ,S700_193,Gifts4AllAges.com             ,6175559555      ,8616 Spinnaker Dr.                      ,Boston        ,MA        ,51003   ,USA          ,Yoshido   ,Juri     
10106,30,100,3177.3,2/17/2003 0:00 ,Shipped   ,1,2,2003,Ships       ,S700_204,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10119,29,94.1,2730.1,4/28/2003 0:00 ,Shipped   ,2,4,2003,Ships       ,S700_204,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10131,22,86,1891.8,6/16/2003 0:00 ,Shipped   ,2,6,2003,Ships       ,S700_204,Gift Ideas Corp.              ,2035554407      ,2440 Pompton St.                        ,Glendale      ,CT        ,97561   ,USA          ,Lewis     ,Dan      
10143,26,100,2612.5,8/10/2003 0:00 ,Shipped   ,3,8,2003,Ships       ,S700_204,Mini Creations Ltd.           ,5085559555      ,4575 Hillside Dr.                       ,New Bedford   ,MA        ,50553   ,USA          ,Tam       ,Wing C   
10155,32,91.4,2925.8,10/6/2003 0:00 ,Shipped   ,4,10,2003,Ships       ,S700_204,"Toys of Finland, Co.          ",90-224 8555     ,Keskuskatu 45                           ,Helsinki      ,,21240   ,Finland      ,Karttunen ,Matti    
10167,29,100,2940,10/23/2003 0:00,Cancelled ,4,10,2003,Ships       ,S700_204,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10178,34,96.9,3293.2,11/8/2003 0:00 ,Shipped   ,4,11,2003,Ships       ,S700_204,Alpha Cognac                  ,61.77.6555      ,1 rue Alsace-Lorraine                   ,Toulouse      ,,31000   ,France       ,Roulet    ,Annette  
10186,24,99.6,2389.7,11/14/2003 0:00,Shipped   ,4,11,2003,Ships       ,S700_204,"Double Decker Gift Stores, Ltd",(171) 555-7555  ,120 Hanover Sq.                         ,London        ,,WA1 1DP ,UK           ,Hardy     ,Thomas   
10197,24,90.5,2172.5,11/26/2003 0:00,Shipped   ,4,11,2003,Ships       ,S700_204,Enaco Distributors            ,(93) 203 4555   ,"Rambla de Catalu¤a, 23                  ",Barcelona     ,,08022   ,Spain        ,Saavedra  ,Eduardo  
10209,33,88.7,2927.4,1/9/2004 0:00  ,Shipped   ,1,1,2004,Ships       ,S700_204,"Men 'R' US Retailers, Ltd.    ",2155554369      ,6047 Douglas Av.                        ,Los Angeles   ,CA        ,,USA          ,Chandler  ,Michael  
10222,26,100,2659.5,2/19/2004 0:00 ,Shipped   ,1,2,2004,Ships       ,S700_204,Collectable Mini Designs Co.  ,7605558146      ,361 Furth Circle                        ,San Diego     ,CA        ,91217   ,USA          ,Thompson  ,Valarie  
10249,40,96,3838,5/8/2004 0:00  ,Shipped   ,2,5,2004,Ships       ,S700_204,Cambridge Collectables Co.    ,6175555555      ,4658 Baden Av.                          ,Cambridge     ,MA        ,51247   ,USA          ,Tseng     ,Kyung    
10262,44,94.1,4142.2,6/24/2004 0:00 ,Cancelled ,2,6,2004,Ships       ,S700_204,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10274,24,90.5,2172.5,7/21/2004 0:00 ,Shipped   ,3,7,2004,Ships       ,S700_204,Collectables For Less Inc.    ,6175558555      ,7825 Douglas Av.                        ,Brickhaven    ,MA        ,58339   ,USA          ,Nelson    ,Allen    
10283,20,94.1,1882.8,8/20/2004 0:00 ,Shipped   ,3,8,2004,Ships       ,S700_204,"Royal Canadian Collectables, L",(604) 555-4555  ,23 Tsawassen Blvd.                      ,Tsawassen     ,BC        ,T2F 8M4 ,Canada       ,Lincoln   ,Elizabeth
10296,34,100,3477.9,9/15/2004 0:00 ,Shipped   ,3,9,2004,Ships       ,S700_204,"Bavarian Collectables Imports,",+49 89 61 08 955,Hansastr. 15                            ,Munich        ,,80686   ,Germany      ,Donnermeye,Michael  
10307,34,97.8,3323.8,10/14/2004 0:00,Shipped   ,4,10,2004,Ships       ,S700_204,"Classic Gift Ideas, Inc       ",2155554695      ,782 First Street                        ,Philadelphia  ,PA        ,71270   ,USA          ,Cervantes ,Francisca
10316,45,93.2,4195.8,11/1/2004 0:00 ,Shipped   ,4,11,2004,Ships       ,S700_204,giftsbymail.co.uk             ,(198) 555-8888  ,Garden House Crowther Way               ,Cowes         ,Isle of Wi,PO31 7PJ,UK           ,Bennett   ,Helen    
10328,41,100,4156.6,11/12/2004 0:00,Shipped   ,4,11,2004,Ships       ,S700_204,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10339,55,71.2,3918.8,11/23/2004 0:00,Shipped   ,4,11,2004,Ships       ,S700_204,"Tokyo Collectables, Ltd       ",+81 3 3584 0555 ,2-2-8 Roppongi                          ,Minato-ku     ,Tokyo     ,106-0032,Japan        ,Shimamura ,Akiko    
10352,23,100,2352.7,12/3/2004 0:00 ,Shipped   ,4,12,2004,Ships       ,S700_204,Auto-Moto Classics Inc.       ,6175558428      ,16780 Pompton St.                       ,Brickhaven    ,MA        ,58339   ,USA          ,Taylor    ,Leslie   
10361,24,45.4,1089.4,12/17/2004 0:00,Shipped   ,4,12,2004,Ships       ,S700_204,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10373,32,84.4,2701.1,1/31/2005 0:00 ,Shipped   ,1,1,2005,Ships       ,S700_204,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
10386,29,85.8,2487,3/1/2005 0:00  ,Resolved  ,1,3,2005,Ships       ,S700_204,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10398,36,100,3910.3,3/30/2005 0:00 ,Shipped   ,1,3,2005,Ships       ,S700_204,Reims Collectables            ,26.47.1555      ,59 rue de l'Abbaye                      ,Reims         ,,51100   ,France       ,Henriot   ,Paul     
10400,46,87.8,4038.8,4/1/2005 0:00  ,Shipped   ,2,4,2005,Ships       ,S700_204,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10415,32,96,3070.4,5/9/2005 0:00  ,Disputed  ,2,5,2005,Ships       ,S700_204,"Australian Collectables, Ltd  ",61-9-3844-6555  ,7 Allen Street                          ,Glen Waverly  ,Victoria  ,3150    ,Australia    ,Connery   ,Sean     
10106,34,100,3763.5,2/17/2003 0:00 ,Shipped   ,1,2,2003,Planes      ,S700_246,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10120,24,100,2584.8,4/29/2003 0:00 ,Shipped   ,2,4,2003,Planes      ,S700_246,"Australian Collectors, Co.    ",03 9520 4555    ,636 St Kilda Road                       ,Melbourne     ,Victoria  ,3004    ,Australia    ,Ferguson  ,Peter    
10131,40,100,4427.6,6/16/2003 0:00 ,Shipped   ,2,6,2003,Planes      ,S700_246,Gift Ideas Corp.              ,2035554407      ,2440 Pompton St.                        ,Glendale      ,CT        ,97561   ,USA          ,Lewis     ,Dan      
10143,26,82.8,2152,8/10/2003 0:00 ,Shipped   ,3,8,2003,Planes      ,S700_246,Mini Creations Ltd.           ,5085559555      ,4575 Hillside Dr.                       ,New Bedford   ,MA        ,50553   ,USA          ,Tam       ,Wing C   
10155,20,100,2353.4,10/6/2003 0:00 ,Shipped   ,4,10,2003,Planes      ,S700_246,"Toys of Finland, Co.          ",90-224 8555     ,Keskuskatu 45                           ,Helsinki      ,,21240   ,Finland      ,Karttunen ,Matti    
10168,31,100,3431.4,10/28/2003 0:00,Shipped   ,4,10,2003,Planes      ,S700_246,Technics Stores Inc.          ,6505556809      ,9408 Furth Circle                       ,Burlingame    ,CA        ,94217   ,USA          ,Hirano    ,Juri     
10178,22,87.8,1930.5,11/8/2003 0:00 ,Shipped   ,4,11,2003,Planes      ,S700_246,Alpha Cognac                  ,61.77.6555      ,1 rue Alsace-Lorraine                   ,Toulouse      ,,31000   ,France       ,Roulet    ,Annette  
10198,42,100,4774.6,11/27/2003 0:00,Shipped   ,4,11,2003,Planes      ,S700_246,Cruz & Sons Co.               ,+63 2 555 3587  ,15 McCallum Street - NatWest Center #13-,Makati City   ,,1227 MM ,Philippines  ,Cruz      ,Arnold   
10210,26,99.7,2592.7,1/12/2004 0:00 ,Shipped   ,1,1,2004,Planes      ,S700_246,Osaka Souveniers Co.          ,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka         ,Osaka     ,530-0003,Japan        ,Kentary   ,Mory     
10222,37,87.8,3246.8,2/19/2004 0:00 ,Shipped   ,1,2,2004,Planes      ,S700_246,Collectable Mini Designs Co.  ,7605558146      ,361 Furth Circle                        ,San Diego     ,CA        ,91217   ,USA          ,Thompson  ,Valarie  
10235,38,88.8,3372.5,4/2/2004 0:00  ,Shipped   ,2,4,2004,Planes      ,S700_246,"Royal Canadian Collectables, L",(604) 555-4555  ,23 Tsawassen Blvd.                      ,Tsawassen     ,BC        ,T2F 8M4 ,Canada       ,Lincoln   ,Elizabeth
10250,35,100,3909.2,5/11/2004 0:00 ,Shipped   ,2,5,2004,Planes      ,S700_246,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10262,33,90.8,2994.8,6/24/2004 0:00 ,Cancelled ,2,6,2004,Planes      ,S700_246,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10275,39,100,4472.5,7/23/2004 0:00 ,Shipped   ,3,7,2004,Planes      ,S700_246,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10284,45,100,4576.9,8/21/2004 0:00 ,Shipped   ,3,8,2004,Planes      ,S700_246,"Norway Gifts By Mail, Co.     ",+47 2212 1555   ,"Drammensveien 126 A, PB 744 Sentrum     ",Oslo          ,,N 0106  ,Norway       ,Klaeboe   ,Jan      
10296,24,100,2441,9/15/2004 0:00 ,Shipped   ,3,9,2004,Planes      ,S700_246,"Bavarian Collectables Imports,",+49 89 61 08 955,Hansastr. 15                            ,Munich        ,,80686   ,Germany      ,Donnermeye,Michael  
10308,35,88.8,3106.2,10/15/2004 0:00,Shipped   ,4,10,2004,Planes      ,S700_246,Mini Classics                 ,9145554562      ,3758 North Pendale Street               ,White Plains  ,NY        ,24067   ,USA          ,Frick     ,Steve    
10316,23,100,2706.4,11/1/2004 0:00 ,Shipped   ,4,11,2004,Planes      ,S700_246,giftsbymail.co.uk             ,(198) 555-8888  ,Garden House Crowther Way               ,Cowes         ,Isle of Wi,PO31 7PJ,UK           ,Bennett   ,Helen    
10328,37,100,4021.5,11/12/2004 0:00,Shipped   ,4,11,2004,Planes      ,S700_246,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10340,55,87.8,4826.2,11/24/2004 0:00,Shipped   ,4,11,2004,Planes      ,S700_246,Enaco Distributors            ,(93) 203 4555   ,"Rambla de Catalu¤a, 23                  ",Barcelona     ,,08022   ,Spain        ,Saavedra  ,Eduardo  
10352,49,100,4935.3,12/3/2004 0:00 ,Shipped   ,4,12,2004,Planes      ,S700_246,Auto-Moto Classics Inc.       ,6175558428      ,16780 Pompton St.                       ,Brickhaven    ,MA        ,58339   ,USA          ,Taylor    ,Leslie   
10361,26,100,2754.7,12/17/2004 0:00,Shipped   ,4,12,2004,Planes      ,S700_246,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10375,33,100,3856.7,2/3/2005 0:00  ,Shipped   ,1,2,2005,Planes      ,S700_246,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10386,37,83.8,3102.1,3/1/2005 0:00  ,Resolved  ,1,3,2005,Planes      ,S700_246,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10398,22,86.8,1908.7,3/30/2005 0:00 ,Shipped   ,1,3,2005,Planes      ,S700_246,Reims Collectables            ,26.47.1555      ,59 rue de l'Abbaye                      ,Reims         ,,51100   ,France       ,Henriot   ,Paul     
10401,85,88.8,7543.8,4/3/2005 0:00  ,On Hold   ,2,4,2005,Planes      ,S700_246,Tekni Collectables Inc.       ,2015559350      ,7476 Moss Rd.                           ,Newark        ,NJ        ,94019   ,USA          ,Brown     ,William  
10416,22,100,2457.2,5/10/2005 0:00 ,Shipped   ,2,5,2005,Planes      ,S700_246,L'ordine Souveniers           ,0522-556555     ,Strada Provinciale 124                  ,Reggio Emilia ,,42100   ,Italy        ,Moroni    ,Maurizio 
10105,31,65.8,2038.9,2/11/2003 0:00 ,Shipped   ,1,2,2003,Ships       ,S700_261,Danish Wholesale Imports      ,31 12 3555      ,Vinb‘ltet 34                            ,Kobenhavn     ,,1734    ,Denmark      ,Petersen  ,Jytte    
10119,38,65.8,2499.3,4/28/2003 0:00 ,Shipped   ,2,4,2003,Ships       ,S700_261,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10129,45,85.3,3838.1,6/12/2003 0:00 ,Shipped   ,2,6,2003,Ships       ,S700_261,"Stylish Desk Decors, Co.      ",(171) 555-0297  ,35 King George                          ,London        ,,WX3 6FW ,UK           ,Brown     ,Ann      
10143,31,85.3,2644,8/10/2003 0:00 ,Shipped   ,3,8,2003,Ships       ,S700_261,Mini Creations Ltd.           ,5085559555      ,4575 Hillside Dr.                       ,New Bedford   ,MA        ,50553   ,USA          ,Tam       ,Wing C   
10154,36,64.3,2315.9,10/2/2003 0:00 ,Shipped   ,4,10,2003,Ships       ,S700_261,Boards & Toys Co.             ,3105552373      ,4097 Douglas Av.                        ,Glendale      ,CA        ,92561   ,USA          ,Young     ,Leslie   
10167,46,70.1,3225.1,10/23/2003 0:00,Cancelled ,4,10,2003,Ships       ,S700_261,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10177,32,76.6,2451.8,11/7/2003 0:00 ,Shipped   ,4,11,2003,Ships       ,S700_261,CAF Imports                   ,+34 913 728 555 ,"Merchants House, 27-30 Merchant's Quay  ",Madrid        ,,28023   ,Spain        ,Fernandez ,Jesus    
10185,39,57.8,2255,11/14/2003 0:00,Shipped   ,4,11,2003,Ships       ,S700_261,Mini Creations Ltd.           ,5085559555      ,4575 Hillside Dr.                       ,New Bedford   ,MA        ,50553   ,USA          ,Tam       ,Wing C   
10197,50,78.8,3939.5,11/26/2003 0:00,Shipped   ,4,11,2003,Ships       ,S700_261,Enaco Distributors            ,(93) 203 4555   ,"Rambla de Catalu¤a, 23                  ",Barcelona     ,,08022   ,Spain        ,Saavedra  ,Eduardo  
10208,46,74.5,3424.7,1/2/2004 0:00  ,Shipped   ,1,1,2004,Ships       ,S700_261,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10222,36,81,2914.2,2/19/2004 0:00 ,Shipped   ,1,2,2004,Ships       ,S700_261,Collectable Mini Designs Co.  ,7605558146      ,361 Furth Circle                        ,San Diego     ,CA        ,91217   ,USA          ,Thompson  ,Valarie  
10233,29,82.4,2389.6,3/29/2004 0:00 ,Shipped   ,1,3,2004,Ships       ,S700_261,Tekni Collectables Inc.       ,2015559350      ,7476 Moss Rd.                           ,Newark        ,NJ        ,94019   ,USA          ,Brown     ,William  
10248,32,75.9,2428.5,5/7/2004 0:00  ,Cancelled ,2,5,2004,Ships       ,S700_261,Land of Toys Inc.             ,2125557818      ,897 Long Airport Avenue                 ,NYC           ,NY        ,10022   ,USA          ,Yu        ,Kwai     
10261,44,68.7,3021.5,6/17/2004 0:00 ,Shipped   ,2,6,2004,Ships       ,S700_261,Qu‚bec Home Shopping Network  ,(514) 555-8054  ,43 rue St. Laurent                      ,Montr‚al      ,Qu‚bec    ,H1J 1C3 ,Canada       ,FresniŠre ,Jean     
10273,42,62.2,2610.7,7/21/2004 0:00 ,Shipped   ,3,7,2004,Ships       ,S700_261,Petit Auto                    ,(02) 5554 67    ,Rue Joseph-Bens 532                     ,Bruxelles     ,,B-1180  ,Belgium      ,Dewey     ,Catherine
10283,47,65.8,3091.2,8/20/2004 0:00 ,Shipped   ,3,8,2004,Ships       ,S700_261,"Royal Canadian Collectables, L",(604) 555-4555  ,23 Tsawassen Blvd.                      ,Tsawassen     ,BC        ,T2F 8M4 ,Canada       ,Lincoln   ,Elizabeth
10295,44,58.5,2576.2,9/10/2004 0:00 ,Shipped   ,3,9,2004,Ships       ,S700_261,Gifts4AllAges.com             ,6175559555      ,8616 Spinnaker Dr.                      ,Boston        ,MA        ,51003   ,USA          ,Yoshido   ,Juri     
10306,43,75.2,3232.3,10/14/2004 0:00,Shipped   ,4,10,2004,Ships       ,S700_261,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10316,48,74.5,3573.6,11/1/2004 0:00 ,Shipped   ,4,11,2004,Ships       ,S700_261,giftsbymail.co.uk             ,(198) 555-8888  ,Garden House Crowther Way               ,Cowes         ,Isle of Wi,PO31 7PJ,UK           ,Bennett   ,Helen    
10327,21,96.3,2022.5,11/10/2004 0:00,Resolved  ,4,11,2004,Ships       ,S700_261,Danish Wholesale Imports      ,31 12 3555      ,Vinb‘ltet 34                            ,Kobenhavn     ,,1734    ,Denmark      ,Petersen  ,Jytte    
10339,50,74.3,3717.5,11/23/2004 0:00,Shipped   ,4,11,2004,Ships       ,S700_261,"Tokyo Collectables, Ltd       ",+81 3 3584 0555 ,2-2-8 Roppongi                          ,Minato-ku     ,Tokyo     ,106-0032,Japan        ,Shimamura ,Akiko    
10350,29,75.3,2185.2,12/2/2004 0:00 ,Shipped   ,4,12,2004,Ships       ,S700_261,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10373,41,70.3,2883.5,1/31/2005 0:00 ,Shipped   ,1,1,2005,Ships       ,S700_261,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
10386,37,100,5017.6,3/1/2005 0:00  ,Resolved  ,1,3,2005,Ships       ,S700_261,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10397,22,66.5,1463,3/28/2005 0:00 ,Shipped   ,1,3,2005,Ships       ,S700_261,Alpha Cognac                  ,61.77.6555      ,1 rue Alsace-Lorraine                   ,Toulouse      ,,31000   ,France       ,Roulet    ,Annette  
10414,31,75.9,2352.6,5/6/2005 0:00  ,On Hold   ,2,5,2005,Ships       ,S700_261,Gifts4AllAges.com             ,6175559555      ,8616 Spinnaker Dr.                      ,Boston        ,MA        ,51003   ,USA          ,Yoshido   ,Juri     
